Reservoir_Name,Date,Rainfall_mm,Inflow_cumecs,Outflow_cumecs,Runoff_Factor,Storage_BCM,Capacity_Percentage
Indira Sagar,2014-12-17,0.0,0.35,1.35,0.56,5.5332,45.35
Indira Sagar,2014-12-18,0.0,0.12,1.88,0.56,5.3575,43.91
Indira Sagar,2014-12-19,0.0,0.45,1.46,0.56,5.2559,43.08
Indira Sagar,2014-12-20,0.0,0.5,1.65,0.56,5.1409,42.14
Indira Sagar,2014-12-21,0.0,0.17,1.99,0.56,4.9588,40.65
Indira Sagar,2014-12-22,0.0,0.14,1.2,0.56,4.8533,39.78
Indira Sagar,2014-12-23,0.15,0.59,1.15,0.56,4.7968,39.32
Indira Sagar,2014-12-24,0.0,0.21,1.85,0.56,4.6323,37.97
Indira Sagar,2014-12-25,0.0,0.46,1.3,0.56,4.5476,37.28
Indira Sagar,2014-12-26,0.0,0.11,1.59,0.56,4.3997,36.06
Indira Sagar,2014-12-27,0.0,0.49,1.36,0.56,4.3122,35.35
Indira Sagar,2014-12-28,0.0,0.25,1.02,0.56,4.2348,34.71
Indira Sagar,2014-12-29,0.0,0.26,1.25,0.56,4.1361,33.9
Indira Sagar,2014-12-30,0.0,0.47,1.17,0.56,4.0663,33.33
Indira Sagar,2014-12-31,0.0,0.13,1.01,0.56,3.9786,32.61
Indira Sagar,2015-01-01,0.78,2.32,1.44,0.56,4.0675,33.34
Indira Sagar,2015-01-02,0.0,0.35,1.83,0.56,3.9198,32.13
Indira Sagar,2015-01-03,0.0,0.27,1.48,0.56,3.7985,31.14
Indira Sagar,2015-01-04,0.38,1.26,1.97,0.56,3.7277,30.55
Indira Sagar,2015-01-05,0.0,0.24,1.96,0.56,3.5549,29.14
Indira Sagar,2015-01-06,0.0,0.11,1.95,0.56,3.3703,27.63
Indira Sagar,2015-01-07,0.0,0.21,1.39,0.56,3.2524,26.66
Indira Sagar,2015-01-08,0.0,0.41,1.6,0.56,3.1331,25.68
Indira Sagar,2015-01-09,0.0,0.33,1.12,0.56,3.0548,25.04
Indira Sagar,2015-01-10,0.0,0.39,1.06,0.56,2.9887,24.5
Indira Sagar,2015-01-11,0.0,0.43,1.12,0.56,2.9202,23.94
Indira Sagar,2015-01-12,0.0,0.37,1.22,0.56,2.8359,23.24
Indira Sagar,2015-01-13,0.0,0.43,1.58,0.56,2.7215,22.31
Indira Sagar,2015-01-14,0.0,0.41,1.1,0.56,2.652,21.74
Indira Sagar,2015-01-15,0.0,0.3,1.29,0.56,2.5536,20.93
Indira Sagar,2015-01-16,0.11,0.68,1.88,0.56,2.4339,19.95
Indira Sagar,2015-01-17,0.0,0.12,1.19,0.56,2.3263,19.07
Indira Sagar,2015-01-18,0.0,0.41,1.61,0.56,2.2068,18.09
Indira Sagar,2015-01-19,0.0,0.23,1.77,0.56,2.0522,16.82
Indira Sagar,2015-01-20,0.0,0.17,1.38,0.56,1.9304,15.82
Indira Sagar,2015-01-21,0.0,0.41,1.62,0.56,1.8098,14.83
Indira Sagar,2015-01-22,0.57,1.92,1.64,0.56,1.8382,15.07
Indira Sagar,2015-01-23,0.0,0.2,1.08,0.56,1.7508,14.35
Indira Sagar,2015-01-24,0.84,2.58,1.1,0.56,1.8991,15.57
Indira Sagar,2015-01-25,0.0,0.15,1.45,0.56,1.7692,14.5
Indira Sagar,2015-01-26,0.0,0.28,1.64,0.56,1.6333,13.39
Indira Sagar,2015-01-27,0.09,0.39,1.44,0.56,1.5276,12.52
Indira Sagar,2015-01-28,0.0,0.47,1.46,0.56,1.4285,11.71
Indira Sagar,2015-01-29,0.0,0.43,1.38,0.56,1.3333,10.93
Indira Sagar,2015-01-30,1.52,4.54,1.65,0.56,1.6224,13.3
Indira Sagar,2015-01-31,0.0,0.39,1.84,0.56,1.4779,12.11
Indira Sagar,2015-02-01,0.0,0.42,1.69,0.56,1.3518,11.08
Indira Sagar,2015-02-02,0.0,0.39,1.84,0.56,1.2066,9.89
Indira Sagar,2015-02-03,0.22,0.87,1.28,0.56,1.1665,9.56
Indira Sagar,2015-02-04,0.0,0.31,1.87,0.56,1.0105,8.28
Indira Sagar,2015-02-05,0.0,0.35,1.88,0.56,0.857,7.02
Indira Sagar,2015-02-06,1.5,4.4,1.06,0.56,1.1911,9.76
Indira Sagar,2015-02-07,0.65,1.92,1.85,0.56,1.1985,9.82
Indira Sagar,2015-02-08,0.0,0.3,2.0,0.56,1.0287,8.43
Indira Sagar,2015-02-09,0.0,0.46,1.1,0.56,0.9645,7.91
Indira Sagar,2015-02-10,0.0,0.28,1.92,0.56,0.8011,6.57
Indira Sagar,2015-02-11,0.0,0.38,1.33,0.56,0.7054,5.78
Indira Sagar,2015-02-12,0.0,0.37,1.5,0.56,0.5928,4.86
Indira Sagar,2015-02-13,0.0,0.24,1.03,0.56,0.5141,4.21
Indira Sagar,2015-02-14,0.0,0.21,1.67,0.56,0.3678,3.01
Indira Sagar,2015-02-15,0.0,0.38,1.41,0.56,0.2649,2.17
Indira Sagar,2015-02-16,0.0,0.13,1.06,0.56,0.1719,1.41
Indira Sagar,2015-02-17,0.67,2.34,1.47,0.56,0.2589,2.12
Indira Sagar,2015-02-18,0.4,1.32,1.27,0.56,0.2646,2.17
Indira Sagar,2015-02-19,0.0,0.1,1.8,0.56,0.095,0.78
Indira Sagar,2015-02-20,0.0,0.12,1.18,0.56,0.0,0.0
Indira Sagar,2015-02-21,0.0,0.13,1.65,0.56,0.0,0.0
Indira Sagar,2015-02-22,0.0,0.39,1.29,0.56,0.0,0.0
Indira Sagar,2015-02-23,0.0,0.47,1.05,0.56,0.0,0.0
Indira Sagar,2015-02-24,0.0,0.33,1.2,0.56,0.0,0.0
Indira Sagar,2015-02-25,0.0,0.29,1.65,0.56,0.0,0.0
Indira Sagar,2015-02-26,0.0,0.3,1.89,0.56,0.0,0.0
Indira Sagar,2015-02-27,0.0,0.11,1.97,0.56,0.0,0.0
Indira Sagar,2015-02-28,0.0,0.11,1.31,0.56,0.0,0.0
Indira Sagar,2015-03-01,0.0,0.3,1.3,0.56,0.0,0.0
Indira Sagar,2015-03-02,0.0,0.26,1.33,0.56,0.0,0.0
Indira Sagar,2015-03-03,0.0,0.17,1.57,0.56,0.0,0.0
Indira Sagar,2015-03-04,0.0,0.32,2.0,0.56,0.0,0.0
Indira Sagar,2015-03-05,0.0,0.25,1.18,0.56,0.0,0.0
Indira Sagar,2015-03-06,0.0,0.48,1.49,0.56,0.0,0.0
Indira Sagar,2015-03-07,0.0,0.41,1.8,0.56,0.0,0.0
Indira Sagar,2015-03-08,0.0,0.48,1.09,0.56,0.0,0.0
Indira Sagar,2015-03-09,0.0,0.14,1.47,0.56,0.0,0.0
Indira Sagar,2015-03-10,0.0,0.23,1.22,0.56,0.0,0.0
Indira Sagar,2015-03-11,0.0,0.47,1.15,0.56,0.0,0.0
Indira Sagar,2015-03-12,0.0,0.24,1.02,0.56,0.0,0.0
Indira Sagar,2015-03-13,0.29,0.99,1.86,0.56,0.0,0.0
Indira Sagar,2015-03-14,0.0,0.11,1.06,0.56,0.0,0.0
Indira Sagar,2015-03-15,0.0,0.26,1.99,0.56,0.0,0.0
Indira Sagar,2015-03-16,0.0,0.14,1.33,0.56,0.0,0.0
Indira Sagar,2015-03-17,0.0,0.36,1.12,0.56,0.0,0.0
Indira Sagar,2015-03-18,0.0,0.4,1.61,0.56,0.0,0.0
Indira Sagar,2015-03-19,0.0,0.24,1.24,0.56,0.0,0.0
Indira Sagar,2015-03-20,0.0,0.47,1.2,0.56,0.0,0.0
Indira Sagar,2015-03-21,0.0,0.28,1.18,0.56,0.0,0.0
Indira Sagar,2015-03-22,3.22,9.19,1.61,0.56,0.7581,6.21
Indira Sagar,2015-03-23,0.0,0.34,1.57,0.56,0.6348,5.2
Indira Sagar,2015-03-24,0.0,0.34,1.25,0.56,0.5435,4.45
Indira Sagar,2015-03-25,0.0,0.18,1.53,0.56,0.4087,3.35
Indira Sagar,2015-03-26,0.0,0.11,1.22,0.56,0.2977,2.44
Indira Sagar,2015-03-27,0.0,0.17,1.59,0.56,0.156,1.28
Indira Sagar,2015-03-28,0.0,0.42,1.06,0.56,0.0919,0.75
Indira Sagar,2015-03-29,0.0,0.2,1.02,0.56,0.0095,0.08
Indira Sagar,2015-03-30,0.34,1.11,1.84,0.56,0.0,0.0
Indira Sagar,2015-03-31,0.71,2.1,1.38,0.56,0.0724,0.59
Indira Sagar,2015-04-01,0.0,0.21,1.87,0.56,0.0,0.0
Indira Sagar,2015-04-02,0.0,0.26,1.64,0.56,0.0,0.0
Indira Sagar,2015-04-03,1.92,5.7,1.93,0.56,0.3772,3.09
Indira Sagar,2015-04-04,0.0,0.26,1.18,0.56,0.2854,2.34
Indira Sagar,2015-04-05,1.98,5.77,1.51,0.56,0.7111,5.83
Indira Sagar,2015-04-06,0.1,0.44,1.44,0.56,0.6117,5.01
Indira Sagar,2015-04-07,2.0,5.91,1.46,0.56,1.0574,8.67
Indira Sagar,2015-04-08,0.0,0.23,1.53,0.56,0.9272,7.6
Indira Sagar,2015-04-09,0.0,0.4,1.88,0.56,0.7787,6.38
Indira Sagar,2015-04-10,0.0,0.31,1.23,0.56,0.6868,5.63
Indira Sagar,2015-04-11,0.0,0.38,1.67,0.56,0.5579,4.57
Indira Sagar,2015-04-12,0.48,1.57,1.16,0.56,0.598,4.9
Indira Sagar,2015-04-13,1.3,3.98,1.26,0.56,0.8693,7.13
Indira Sagar,2015-04-14,0.0,0.17,1.8,0.56,0.7066,5.79
Indira Sagar,2015-04-15,0.0,0.43,1.2,0.56,0.6294,5.16
Indira Sagar,2015-04-16,0.0,0.37,1.89,0.56,0.478,3.92
Indira Sagar,2015-04-17,0.0,0.48,1.6,0.56,0.3654,3.0
Indira Sagar,2015-04-18,0.0,0.25,1.7,0.56,0.2199,1.8
Indira Sagar,2015-04-19,0.0,0.4,1.88,0.56,0.0714,0.59
Indira Sagar,2015-04-20,0.38,1.24,1.06,0.56,0.0891,0.73
Indira Sagar,2015-04-21,0.0,0.15,1.91,0.56,0.0,0.0
Indira Sagar,2015-04-22,0.0,0.36,1.51,0.56,0.0,0.0
Indira Sagar,2015-04-23,0.34,1.36,1.55,0.56,0.0,0.0
Indira Sagar,2015-04-24,0.0,0.39,1.42,0.56,0.0,0.0
Indira Sagar,2015-04-25,0.0,0.1,1.84,0.56,0.0,0.0
Indira Sagar,2015-04-26,0.0,0.22,1.98,0.56,0.0,0.0
Indira Sagar,2015-04-27,1.21,3.59,1.47,0.56,0.2119,1.74
Indira Sagar,2015-04-28,0.0,0.41,1.9,0.56,0.0629,0.52
Indira Sagar,2015-04-29,0.0,0.23,1.88,0.56,0.0,0.0
Indira Sagar,2015-04-30,0.0,0.27,1.67,0.56,0.0,0.0
Indira Sagar,2015-05-01,0.03,0.47,1.85,0.56,0.0,0.0
Indira Sagar,2015-05-02,0.76,2.61,1.93,0.56,0.0683,0.56
Indira Sagar,2015-05-03,0.0,0.19,1.3,0.56,0.0,0.0
Indira Sagar,2015-05-04,0.52,1.86,1.73,0.56,0.0139,0.11
Indira Sagar,2015-05-05,0.0,0.41,1.32,0.56,0.0,0.0
Indira Sagar,2015-05-06,0.0,0.29,1.49,0.56,0.0,0.0
Indira Sagar,2015-05-07,0.0,0.33,1.44,0.56,0.0,0.0
Indira Sagar,2015-05-08,0.0,0.35,1.3,0.56,0.0,0.0
Indira Sagar,2015-05-09,0.0,0.15,1.34,0.56,0.0,0.0
Indira Sagar,2015-05-10,0.1,0.62,1.7,0.56,0.0,0.0
Indira Sagar,2015-05-11,0.0,0.26,1.86,0.56,0.0,0.0
Indira Sagar,2015-05-12,0.0,0.41,1.7,0.56,0.0,0.0
Indira Sagar,2015-05-13,0.0,0.5,1.56,0.56,0.0,0.0
Indira Sagar,2015-05-14,0.0,0.39,1.23,0.56,0.0,0.0
Indira Sagar,2015-05-15,0.0,0.44,1.35,0.56,0.0,0.0
Indira Sagar,2015-05-16,0.0,0.18,1.31,0.56,0.0,0.0
Indira Sagar,2015-05-17,0.5,1.74,1.02,0.56,0.0717,0.59
Indira Sagar,2015-05-18,0.0,0.17,1.66,0.56,0.0,0.0
Indira Sagar,2015-05-19,0.0,0.14,1.99,0.56,0.0,0.0
Indira Sagar,2015-05-20,0.0,0.43,1.13,0.56,0.0,0.0
Indira Sagar,2015-05-21,0.0,0.2,1.75,0.56,0.0,0.0
Indira Sagar,2015-05-22,0.0,0.22,1.63,0.56,0.0,0.0
Indira Sagar,2015-05-23,0.0,0.2,1.74,0.56,0.0,0.0
Indira Sagar,2015-05-24,0.0,0.19,1.83,0.56,0.0,0.0
Indira Sagar,2015-05-25,0.0,0.22,1.8,0.56,0.0,0.0
Indira Sagar,2015-05-26,0.0,0.39,1.95,0.56,0.0,0.0
Indira Sagar,2015-05-27,0.0,0.16,1.92,0.56,0.0,0.0
Indira Sagar,2015-05-28,0.0,0.3,1.16,0.56,0.0,0.0
Indira Sagar,2015-05-29,0.0,0.32,1.26,0.56,0.0,0.0
Indira Sagar,2015-05-30,0.0,0.1,1.4,0.56,0.0,0.0
Indira Sagar,2015-05-31,0.0,0.39,1.23,0.56,0.0,0.0
Indira Sagar,2015-06-01,0.0,0.13,0.54,0.56,0.0,0.0
Indira Sagar,2015-06-02,22.44,62.93,0.52,0.56,6.241,51.16
Indira Sagar,2015-06-03,6.79,19.42,0.97,0.56,8.0857,66.28
Indira Sagar,2015-06-04,28.28,79.24,0.78,0.56,12.2,100.0
Indira Sagar,2015-06-05,4.02,11.33,0.8,0.56,12.2,100.0
Indira Sagar,2015-06-06,0.23,1.09,0.69,0.56,12.2,100.0
Indira Sagar,2015-06-07,22.27,62.35,0.84,0.56,12.2,100.0
Indira Sagar,2015-06-08,12.94,36.21,0.6,0.56,12.2,100.0
Indira Sagar,2015-06-09,11.81,33.43,0.89,0.56,12.2,100.0
Indira Sagar,2015-06-10,5.5,15.49,0.53,0.56,12.2,100.0
Indira Sagar,2015-06-11,0.0,0.13,0.95,0.56,12.1188,99.33
Indira Sagar,2015-06-12,13.53,37.92,0.93,0.56,12.2,100.0
Indira Sagar,2015-06-13,0.0,0.47,0.61,0.56,12.1856,99.88
Indira Sagar,2015-06-14,14.46,40.75,0.58,0.56,12.2,100.0
Indira Sagar,2015-06-15,0.0,0.29,0.82,0.56,12.1472,99.57
Indira Sagar,2015-06-16,14.35,40.25,0.78,0.56,12.2,100.0
Indira Sagar,2015-06-17,0.0,0.29,0.75,0.56,12.1548,99.63
Indira Sagar,2015-06-18,22.25,62.4,0.51,0.56,12.2,100.0
Indira Sagar,2015-06-19,0.0,0.49,0.98,0.56,12.1515,99.6
Indira Sagar,2015-06-20,11.52,32.38,0.55,0.56,12.2,100.0
Indira Sagar,2015-06-21,0.0,0.41,0.53,0.56,12.1886,99.91
Indira Sagar,2015-06-22,0.0,0.25,0.52,0.56,12.1618,99.69
Indira Sagar,2015-06-23,0.66,2.09,0.81,0.56,12.2,100.0
Indira Sagar,2015-06-24,6.7,18.89,0.73,0.56,12.2,100.0
Indira Sagar,2015-06-25,32.3,90.32,0.54,0.56,12.2,100.0
Indira Sagar,2015-06-26,0.0,0.41,0.53,0.56,12.1885,99.91
Indira Sagar,2015-06-27,8.02,22.83,0.61,0.56,12.2,100.0
Indira Sagar,2015-06-28,18.13,51.02,0.61,0.56,12.2,100.0
Indira Sagar,2015-06-29,5.91,16.86,0.85,0.56,12.2,100.0
Indira Sagar,2015-06-30,0.0,0.29,0.75,0.56,12.1548,99.63
Indira Sagar,2015-07-01,14.19,39.77,0.85,0.56,12.2,100.0
Indira Sagar,2015-07-02,0.0,0.26,0.86,0.56,12.14,99.51
Indira Sagar,2015-07-03,7.67,21.49,0.78,0.56,12.2,100.0
Indira Sagar,2015-07-04,5.28,15.2,0.9,0.56,12.2,100.0
Indira Sagar,2015-07-05,0.0,0.15,0.53,0.56,12.1623,99.69
Indira Sagar,2015-07-06,2.88,8.35,0.6,0.56,12.2,100.0
Indira Sagar,2015-07-07,11.22,31.72,0.63,0.56,12.2,100.0
Indira Sagar,2015-07-08,10.18,28.54,0.8,0.56,12.2,100.0
Indira Sagar,2015-07-09,0.0,0.4,0.68,0.56,12.1713,99.76
Indira Sagar,2015-07-10,0.53,1.59,0.7,0.56,12.2,100.0
Indira Sagar,2015-07-11,0.0,0.18,0.99,0.56,12.1196,99.34
Indira Sagar,2015-07-12,1.39,4.06,0.55,0.56,12.2,100.0
Indira Sagar,2015-07-13,0.0,0.13,0.87,0.56,12.1263,99.4
Indira Sagar,2015-07-14,6.72,18.98,0.5,0.56,12.2,100.0
Indira Sagar,2015-07-15,6.26,17.86,0.61,0.56,12.2,100.0
Indira Sagar,2015-07-16,17.03,47.86,0.95,0.56,12.2,100.0
Indira Sagar,2015-07-17,6.5,18.23,0.88,0.56,12.2,100.0
Indira Sagar,2015-07-18,12.59,35.51,0.53,0.56,12.2,100.0
Indira Sagar,2015-07-19,2.48,7.28,0.79,0.56,12.2,100.0
Indira Sagar,2015-07-20,4.81,13.89,0.74,0.56,12.2,100.0
Indira Sagar,2015-07-21,0.0,0.4,0.62,0.56,12.1777,99.82
Indira Sagar,2015-07-22,7.78,22.13,0.85,0.56,12.2,100.0
Indira Sagar,2015-07-23,3.58,10.4,0.79,0.56,12.2,100.0
Indira Sagar,2015-07-24,6.0,16.9,0.67,0.56,12.2,100.0
Indira Sagar,2015-07-25,3.71,10.6,0.86,0.56,12.2,100.0
Indira Sagar,2015-07-26,7.48,21.13,0.79,0.56,12.2,100.0
Indira Sagar,2015-07-27,10.11,28.55,0.62,0.56,12.2,100.0
Indira Sagar,2015-07-28,0.0,0.2,0.67,0.56,12.1535,99.62
Indira Sagar,2015-07-29,6.72,18.92,0.66,0.56,12.2,100.0
Indira Sagar,2015-07-30,0.0,0.43,0.56,0.56,12.1872,99.89
Indira Sagar,2015-07-31,6.25,17.71,0.84,0.56,12.2,100.0
Indira Sagar,2015-08-01,15.8,44.53,0.72,0.56,12.2,100.0
Indira Sagar,2015-08-02,14.29,40.03,0.6,0.56,12.2,100.0
Indira Sagar,2015-08-03,0.46,1.54,0.85,0.56,12.2,100.0
Indira Sagar,2015-08-04,2.37,7.02,0.84,0.56,12.2,100.0
Indira Sagar,2015-08-05,12.71,35.95,0.77,0.56,12.2,100.0
Indira Sagar,2015-08-06,15.14,42.37,0.93,0.56,12.2,100.0
Indira Sagar,2015-08-07,0.0,0.26,0.84,0.56,12.142,99.52
Indira Sagar,2015-08-08,4.37,12.43,0.78,0.56,12.2,100.0
Indira Sagar,2015-08-09,7.22,20.55,0.75,0.56,12.2,100.0
Indira Sagar,2015-08-10,20.43,57.17,0.98,0.56,12.2,100.0
Indira Sagar,2015-08-11,0.0,0.47,0.81,0.56,12.1665,99.73
Indira Sagar,2015-08-12,8.08,22.71,0.61,0.56,12.2,100.0
Indira Sagar,2015-08-13,9.8,27.59,0.85,0.56,12.2,100.0
Indira Sagar,2015-08-14,0.0,0.26,0.76,0.56,12.1502,99.59
Indira Sagar,2015-08-15,16.34,45.99,0.88,0.56,12.2,100.0
Indira Sagar,2015-08-16,8.71,24.47,0.78,0.56,12.2,100.0
Indira Sagar,2015-08-17,1.64,4.69,0.56,0.56,12.2,100.0
Indira Sagar,2015-08-18,6.18,17.53,0.87,0.56,12.2,100.0
Indira Sagar,2015-08-19,1.89,5.62,0.87,0.56,12.2,100.0
Indira Sagar,2015-08-20,13.99,39.42,0.81,0.56,12.2,100.0
Indira Sagar,2015-08-21,6.87,19.34,0.77,0.56,12.2,100.0
Indira Sagar,2015-08-22,0.0,0.41,0.7,0.56,12.1713,99.77
Indira Sagar,2015-08-23,11.14,31.21,0.67,0.56,12.2,100.0
Indira Sagar,2015-08-24,0.0,0.4,0.69,0.56,12.171,99.76
Indira Sagar,2015-08-25,0.73,2.19,0.61,0.56,12.2,100.0
Indira Sagar,2015-08-26,8.45,23.92,0.78,0.56,12.2,100.0
Indira Sagar,2015-08-27,12.65,35.49,0.92,0.56,12.2,100.0
Indira Sagar,2015-08-28,0.0,0.43,0.69,0.56,12.1742,99.79
Indira Sagar,2015-08-29,17.26,48.58,0.9,0.56,12.2,100.0
Indira Sagar,2015-08-30,7.91,22.17,0.74,0.56,12.2,100.0
Indira Sagar,2015-08-31,40.44,113.02,0.63,0.56,12.2,100.0
Indira Sagar,2015-09-01,23.56,65.93,0.96,0.56,12.2,100.0
Indira Sagar,2015-09-02,1.85,5.29,0.55,0.56,12.2,100.0
Indira Sagar,2015-09-03,0.0,0.4,0.83,0.56,12.1576,99.65
Indira Sagar,2015-09-04,7.03,19.95,0.68,0.56,12.2,100.0
Indira Sagar,2015-09-05,4.16,12.01,0.86,0.56,12.2,100.0
Indira Sagar,2015-09-06,10.6,29.67,0.51,0.56,12.2,100.0
Indira Sagar,2015-09-07,0.0,0.34,0.96,0.56,12.138,99.49
Indira Sagar,2015-09-08,5.93,16.9,0.83,0.56,12.2,100.0
Indira Sagar,2015-09-09,0.0,0.46,0.65,0.56,12.1814,99.85
Indira Sagar,2015-09-10,1.12,3.35,0.93,0.56,12.2,100.0
Indira Sagar,2015-09-11,7.26,20.67,0.6,0.56,12.2,100.0
Indira Sagar,2015-09-12,0.0,0.48,0.63,0.56,12.1846,99.87
Indira Sagar,2015-09-13,0.0,0.24,0.72,0.56,12.1364,99.48
Indira Sagar,2015-09-14,4.2,11.84,0.64,0.56,12.2,100.0
Indira Sagar,2015-09-15,0.0,0.19,0.87,0.56,12.1316,99.44
Indira Sagar,2015-09-16,30.36,84.78,0.99,0.56,12.2,100.0
Indira Sagar,2015-09-17,17.99,50.29,0.51,0.56,12.2,100.0
Indira Sagar,2015-09-18,1.16,3.41,0.78,0.56,12.2,100.0
Indira Sagar,2015-09-19,0.0,0.49,0.52,0.56,12.1964,99.97
Indira Sagar,2015-09-20,8.18,22.97,0.9,0.56,12.2,100.0
Indira Sagar,2015-09-21,9.25,26.18,0.95,0.56,12.2,100.0
Indira Sagar,2015-09-22,5.05,14.52,1.0,0.56,12.2,100.0
Indira Sagar,2015-09-23,9.5,26.81,0.57,0.56,12.2,100.0
Indira Sagar,2015-09-24,14.24,39.94,0.81,0.56,12.2,100.0
Indira Sagar,2015-09-25,0.0,0.18,0.61,0.56,12.1568,99.65
Indira Sagar,2015-09-26,14.08,39.59,0.51,0.56,12.2,100.0
Indira Sagar,2015-09-27,9.01,25.52,0.8,0.56,12.2,100.0
Indira Sagar,2015-09-28,11.46,32.09,0.75,0.56,12.2,100.0
Indira Sagar,2015-09-29,2.87,8.2,0.6,0.56,12.2,100.0
Indira Sagar,2015-09-30,0.0,0.41,0.89,0.56,12.1526,99.61
Indira Sagar,2015-10-01,0.0,0.2,1.87,0.56,11.9856,98.24
Indira Sagar,2015-10-02,0.0,0.41,1.33,0.56,11.8937,97.49
Indira Sagar,2015-10-03,0.0,0.34,1.56,0.56,11.7717,96.49
Indira Sagar,2015-10-04,0.0,0.41,1.26,0.56,11.6862,95.79
Indira Sagar,2015-10-05,0.0,0.24,1.17,0.56,11.5933,95.03
Indira Sagar,2015-10-06,0.87,2.74,1.8,0.56,11.6877,95.8
Indira Sagar,2015-10-07,0.0,0.32,1.62,0.56,11.558,94.74
Indira Sagar,2015-10-08,0.0,0.47,1.88,0.56,11.4174,93.59
Indira Sagar,2015-10-09,0.01,0.27,1.64,0.56,11.28,92.46
Indira Sagar,2015-10-10,0.0,0.12,1.3,0.56,11.1618,91.49
Indira Sagar,2015-10-11,0.0,0.12,1.79,0.56,10.9949,90.12
Indira Sagar,2015-10-12,0.0,0.45,1.22,0.56,10.9174,89.49
Indira Sagar,2015-10-13,0.0,0.16,1.78,0.56,10.7551,88.16
Indira Sagar,2015-10-14,0.0,0.26,1.66,0.56,10.6154,87.01
Indira Sagar,2015-10-15,0.0,0.42,1.61,0.56,10.4963,86.04
Indira Sagar,2015-10-16,0.0,0.46,1.97,0.56,10.346,84.8
Indira Sagar,2015-10-17,0.0,0.29,1.33,0.56,10.2417,83.95
Indira Sagar,2015-10-18,0.0,0.11,1.57,0.56,10.0955,82.75
Indira Sagar,2015-10-19,0.75,2.32,1.36,0.56,10.192,83.54
Indira Sagar,2015-10-20,0.0,0.47,1.8,0.56,10.0584,82.45
Indira Sagar,2015-10-21,0.0,0.29,1.16,0.56,9.9717,81.73
Indira Sagar,2015-10-22,0.0,0.43,1.9,0.56,9.8241,80.53
Indira Sagar,2015-10-23,0.0,0.17,1.17,0.56,9.7247,79.71
Indira Sagar,2015-10-24,0.0,0.16,1.45,0.56,9.5961,78.66
Indira Sagar,2015-10-25,0.0,0.33,1.53,0.56,9.4769,77.68
Indira Sagar,2015-10-26,0.0,0.46,1.34,0.56,9.3892,76.96
Indira Sagar,2015-10-27,0.5,1.87,1.97,0.56,9.3794,76.88
Indira Sagar,2015-10-28,0.0,0.39,1.46,0.56,9.2719,76.0
Indira Sagar,2015-10-29,0.0,0.17,1.61,0.56,9.128,74.82
Indira Sagar,2015-10-30,2.03,5.98,1.15,0.56,9.6111,78.78
Indira Sagar,2015-10-31,0.0,0.41,1.62,0.56,9.49,77.79
Indira Sagar,2015-11-01,0.0,0.3,1.37,0.56,9.3831,76.91
Indira Sagar,2015-11-02,0.0,0.3,1.32,0.56,9.2816,76.08
Indira Sagar,2015-11-03,0.0,0.49,1.4,0.56,9.1911,75.34
Indira Sagar,2015-11-04,0.0,0.27,1.14,0.56,9.105,74.63
Indira Sagar,2015-11-05,0.0,0.34,1.38,0.56,9.0011,73.78
Indira Sagar,2015-11-06,0.0,0.34,1.12,0.56,8.9225,73.14
Indira Sagar,2015-11-07,0.0,0.17,1.86,0.56,8.7539,71.75
Indira Sagar,2015-11-08,0.14,0.78,1.87,0.56,8.6453,70.86
Indira Sagar,2015-11-09,0.0,0.44,1.83,0.56,8.5067,69.73
Indira Sagar,2015-11-10,0.0,0.11,1.68,0.56,8.3499,68.44
Indira Sagar,2015-11-11,0.0,0.19,1.59,0.56,8.2101,67.3
Indira Sagar,2015-11-12,0.0,0.39,1.49,0.56,8.1006,66.4
Indira Sagar,2015-11-13,0.0,0.14,1.36,0.56,7.978,65.39
Indira Sagar,2015-11-14,0.0,0.27,1.74,0.56,7.8313,64.19
Indira Sagar,2015-11-15,0.0,0.25,1.18,0.56,7.739,63.43
Indira Sagar,2015-11-16,0.0,0.17,1.49,0.56,7.6079,62.36
Indira Sagar,2015-11-17,0.0,0.11,1.68,0.56,7.4509,61.07
Indira Sagar,2015-11-18,0.0,0.14,1.06,0.56,7.3583,60.31
Indira Sagar,2015-11-19,0.0,0.18,1.58,0.56,7.219,59.17
Indira Sagar,2015-11-20,0.0,0.42,1.85,0.56,7.0758,58.0
Indira Sagar,2015-11-21,0.04,0.23,1.06,0.56,6.9922,57.31
Indira Sagar,2015-11-22,0.0,0.18,1.15,0.56,6.8957,56.52
Indira Sagar,2015-11-23,0.0,0.43,1.06,0.56,6.8334,56.01
Indira Sagar,2015-11-24,0.0,0.11,1.31,0.56,6.7139,55.03
Indira Sagar,2015-11-25,0.0,0.32,1.11,0.56,6.6354,54.39
Indira Sagar,2015-11-26,0.0,0.13,1.45,0.56,6.5035,53.31
Indira Sagar,2015-11-27,0.0,0.38,1.62,0.56,6.3794,52.29
Indira Sagar,2015-11-28,0.53,1.9,1.56,0.56,6.4131,52.57
Indira Sagar,2015-11-29,10.14,28.56,1.23,0.56,9.1456,74.96
Indira Sagar,2015-11-30,0.0,0.25,1.51,0.56,9.0204,73.94
Indira Sagar,2015-12-01,0.17,0.69,1.72,0.56,8.9177,73.1
Indira Sagar,2015-12-02,0.0,0.13,1.0,0.56,8.8299,72.38
Indira Sagar,2015-12-03,0.04,0.45,1.69,0.56,8.7056,71.36
