Date,City,Area_Type,Water_Demand,Temperature,Rainfall,Population,Reservoir_Level,Water_Tariff,Weather,Season,Holiday
2022-11-09,Jabalpur,Urban,1079,19,1,800000,4428,9,Cloudy,Winter,0
2022-11-10,Jabalpur,Urban,1212,18,0,800000,5547,9,Sunny,Winter,0
2022-11-11,Indore,Rural,1681,21,0,2000000,6489,6,Sunny,Winter,0
2022-11-12,Jabalpur,Rural,777,24,2,800000,6895,8,Cloudy,Winter,1
2022-11-13,Gwalior,Urban,1261,13,1,1000000,4013,8,Cloudy,Winter,0
2022-11-14,Ujjain,Urban,969,16,0,700000,7283,6,Sunny,Winter,0
2022-11-15,Bhopal,Urban,1869,13,0,1500000,6586,9,Sunny,Winter,0
2022-11-16,Indore,Urban,2461,13,1,2000000,3161,7,Cloudy,Winter,0
2022-11-17,Gwalior,Rural,865,10,2,1000000,7501,9,Cloudy,Winter,0
2022-11-18,Indore,Rural,1843,24,2,2000000,7835,7,Cloudy,Winter,0
2022-11-19,Bhopal,Urban,1902,13,0,1500000,4019,7,Sunny,Winter,0
2022-11-20,Bhopal,Urban,1962,13,2,1500000,4733,8,Cloudy,Winter,0
2022-11-21,Jabalpur,Rural,752,19,0,800000,3137,7,Sunny,Winter,0
2022-11-22,Jabalpur,Urban,1315,23,1,800000,6920,8,Cloudy,Winter,0
2022-11-23,Ujjain,Urban,1019,12,1,700000,7676,6,Cloudy,Winter,0
2022-11-24,Gwalior,Rural,951,19,0,1000000,4625,9,Sunny,Winter,0
2022-11-25,Indore,Rural,1735,17,0,2000000,4861,6,Sunny,Winter,0
2022-11-26,Gwalior,Urban,1363,18,2,1000000,7643,6,Cloudy,Winter,0
2022-11-27,Gwalior,Urban,1406,15,2,1000000,4974,9,Cloudy,Winter,0
2022-11-28,Indore,Urban,2549,15,2,2000000,3204,7,Cloudy,Winter,0
2022-11-29,Ujjain,Rural,714,20,1,700000,3689,6,Cloudy,Winter,0
2022-11-30,Indore,Rural,1811,20,2,2000000,4449,7,Cloudy,Winter,0
2022-12-01,Bhopal,Urban,1918,14,1,1500000,6670,7,Cloudy,Winter,0
2022-12-02,Bhopal,Urban,2043,18,0,1500000,4931,6,Sunny,Winter,0
2022-12-03,Bhopal,Urban,1890,13,2,1500000,3597,8,Cloudy,Winter,0
2022-12-04,Ujjain,Urban,1016,21,1,700000,6669,6,Cloudy,Winter,0
2022-12-05,Indore,Urban,2469,14,0,2000000,6137,7,Sunny,Winter,0
2022-12-06,Jabalpur,Urban,1171,15,2,800000,7666,7,Cloudy,Winter,1
2022-12-07,Jabalpur,Rural,687,16,0,800000,4177,8,Sunny,Winter,0
2022-12-08,Gwalior,Urban,1382,17,0,1000000,4749,9,Sunny,Winter,0
2022-12-09,Jabalpur,Rural,691,17,1,800000,7976,8,Cloudy,Winter,0
2022-12-10,Jabalpur,Rural,613,10,1,800000,4814,6,Cloudy,Winter,0
2022-12-11,Jabalpur,Rural,623,12,2,800000,6657,9,Cloudy,Winter,0
2022-12-12,Gwalior,Rural,883,14,0,1000000,7654,8,Sunny,Winter,1
2022-12-13,Indore,Urban,2449,13,1,2000000,5822,9,Cloudy,Winter,0
2022-12-14,Jabalpur,Rural,848,20,1,800000,5267,6,Cloudy,Winter,0
2022-12-15,Ujjain,Rural,623,20,0,700000,6013,7,Sunny,Winter,0
2022-12-16,Bhopal,Rural,1275,23,2,1500000,3574,6,Cloudy,Winter,1
2022-12-17,Ujjain,Rural,594,11,1,700000,3246,9,Cloudy,Winter,0
2022-12-18,Bhopal,Urban,2003,13,0,1500000,6069,6,Sunny,Winter,1
2022-12-19,Gwalior,Rural,969,13,1,1000000,3645,8,Cloudy,Winter,0
2022-12-20,Bhopal,Urban,2118,24,0,1500000,3587,9,Sunny,Winter,0
2022-12-21,Ujjain,Urban,1110,19,1,700000,3980,8,Cloudy,Winter,0
2022-12-22,Bhopal,Rural,1250,11,1,1500000,5326,9,Cloudy,Winter,0
2022-12-23,Bhopal,Rural,1262,20,1,1500000,3930,6,Cloudy,Winter,0
2022-12-24,Indore,Urban,2634,17,2,2000000,5501,6,Cloudy,Winter,0
2022-12-25,Bhopal,Rural,1270,16,2,1500000,3441,6,Cloudy,Winter,0
2022-12-26,Ujjain,Urban,953,14,0,700000,3459,6,Sunny,Winter,0
2022-12-27,Jabalpur,Urban,1244,24,1,800000,6808,7,Cloudy,Winter,0
2022-12-28,Jabalpur,Urban,1083,17,1,800000,3141,9,Cloudy,Winter,0
2022-12-29,Jabalpur,Urban,1213,24,1,800000,4904,6,Cloudy,Winter,0
2022-12-30,Indore,Rural,1702,15,0,2000000,5946,7,Sunny,Winter,0
2022-12-31,Gwalior,Urban,1336,16,1,1000000,5810,9,Cloudy,Winter,0
2023-01-01,Gwalior,Urban,1357,13,1,1000000,3933,6,Cloudy,Winter,0
2023-01-02,Bhopal,Urban,1961,10,0,1500000,7916,8,Sunny,Winter,0
2023-01-03,Bhopal,Urban,1942,13,1,1500000,7008,9,Cloudy,Winter,0
2023-01-04,Ujjain,Rural,630,23,2,700000,7589,7,Cloudy,Winter,0
2023-01-05,Ujjain,Urban,1090,13,0,700000,5044,6,Sunny,Winter,1
2023-01-06,Gwalior,Rural,795,11,0,1000000,3342,8,Sunny,Winter,0
2023-01-07,Gwalior,Urban,1534,24,0,1000000,5073,9,Sunny,Winter,0
2023-01-08,Ujjain,Urban,1052,13,0,700000,7274,9,Sunny,Winter,0
2023-01-09,Gwalior,Urban,1346,15,0,1000000,5901,9,Sunny,Winter,1
2023-01-10,Indore,Urban,2587,18,0,2000000,4110,7,Sunny,Winter,0
2023-01-11,Bhopal,Urban,1972,22,1,1500000,6451,7,Cloudy,Winter,1
2023-01-12,Ujjain,Urban,900,12,1,700000,4455,6,Cloudy,Winter,0
2023-01-13,Bhopal,Urban,1925,15,0,1500000,7976,7,Sunny,Winter,0
2023-01-14,Gwalior,Urban,1376,19,2,1000000,6828,6,Cloudy,Winter,0
2023-01-15,Indore,Urban,2584,23,0,2000000,7912,6,Sunny,Winter,0
2023-01-16,Ujjain,Urban,936,16,2,700000,7492,9,Cloudy,Winter,0
2023-01-17,Jabalpur,Urban,1174,24,1,800000,7096,9,Cloudy,Winter,0
2023-01-18,Gwalior,Rural,984,22,0,1000000,6339,6,Sunny,Winter,0
2023-01-19,Ujjain,Rural,812,21,1,700000,7615,6,Cloudy,Winter,0
2023-01-20,Ujjain,Rural,599,10,2,700000,7033,9,Cloudy,Winter,0
2023-01-21,Gwalior,Urban,1363,12,2,1000000,3935,9,Cloudy,Winter,1
2023-01-22,Gwalior,Urban,1554,24,0,1000000,6868,6,Sunny,Winter,0
2023-01-23,Jabalpur,Urban,1120,19,1,800000,6189,6,Cloudy,Winter,0
2023-01-24,Gwalior,Urban,1360,15,2,1000000,6585,6,Cloudy,Winter,0
2023-01-25,Indore,Urban,2604,23,2,2000000,4998,7,Cloudy,Winter,1
2023-01-26,Bhopal,Urban,2031,18,2,1500000,4819,6,Cloudy,Winter,0
2023-01-27,Indore,Urban,2600,22,2,2000000,7020,7,Cloudy,Winter,0
2023-01-28,Gwalior,Urban,1363,12,2,1000000,6243,8,Cloudy,Winter,0
2023-01-29,Jabalpur,Urban,1108,19,2,800000,4141,9,Cloudy,Winter,0
2023-01-30,Indore,Urban,2627,14,2,2000000,4591,6,Cloudy,Winter,0
2023-01-31,Gwalior,Urban,1472,19,1,1000000,6054,8,Cloudy,Winter,0
2023-02-01,Jabalpur,Urban,1175,15,0,800000,3929,9,Sunny,Winter,0
2023-02-02,Gwalior,Urban,1496,24,0,1000000,4457,6,Sunny,Winter,0
2023-02-03,Jabalpur,Urban,1260,22,1,800000,7458,9,Cloudy,Winter,0
2023-02-04,Jabalpur,Urban,1242,20,0,800000,7340,7,Sunny,Winter,0
2023-02-05,Indore,Urban,2562,19,0,2000000,6158,7,Sunny,Winter,0
2023-02-06,Gwalior,Urban,1422,22,0,1000000,4936,6,Sunny,Winter,1
2023-02-07,Gwalior,Rural,984,18,0,1000000,5721,6,Sunny,Winter,0
2023-02-08,Jabalpur,Rural,721,12,1,800000,4439,6,Cloudy,Winter,0
2023-02-09,Bhopal,Urban,2031,24,0,1500000,3138,8,Sunny,Winter,0
2023-02-10,Bhopal,Urban,2044,17,0,1500000,4134,7,Sunny,Winter,0
2023-02-11,Jabalpur,Rural,727,12,1,800000,4237,6,Cloudy,Winter,0
2023-02-12,Jabalpur,Urban,1172,14,0,800000,5660,9,Sunny,Winter,1
2023-02-13,Jabalpur,Rural,860,20,1,800000,6630,9,Cloudy,Winter,0
2023-02-14,Jabalpur,Urban,1211,14,0,800000,4960,7,Sunny,Winter,0
2023-02-15,Bhopal,Rural,1422,19,1,1500000,4610,6,Cloudy,Winter,0
2023-02-16,Jabalpur,Urban,1218,18,2,800000,6802,7,Cloudy,Winter,0
2023-02-17,Gwalior,Rural,844,12,2,1000000,4863,9,Cloudy,Winter,0
2023-02-18,Bhopal,Rural,1274,17,2,1500000,5490,6,Cloudy,Winter,0
2023-02-19,Ujjain,Rural,628,11,1,700000,7778,8,Cloudy,Winter,0
2023-02-20,Indore,Urban,2618,14,1,2000000,6735,8,Cloudy,Winter,0
2023-02-21,Bhopal,Rural,1285,12,2,1500000,5311,7,Cloudy,Winter,0
2023-02-22,Jabalpur,Rural,684,18,0,800000,5958,6,Sunny,Winter,0
2023-02-23,Ujjain,Rural,580,18,2,700000,6747,8,Cloudy,Winter,0
2023-02-24,Bhopal,Rural,1373,23,1,1500000,4098,8,Cloudy,Winter,0
2023-02-25,Gwalior,Urban,1292,11,0,1000000,5130,8,Sunny,Winter,0
2023-02-26,Indore,Urban,2597,16,1,2000000,7545,7,Cloudy,Winter,0
2023-02-27,Gwalior,Rural,891,12,2,1000000,6965,8,Cloudy,Winter,1
2023-02-28,Ujjain,Urban,1076,16,0,700000,3436,6,Sunny,Winter,0
2023-03-01,Ujjain,Urban,968,18,1,700000,5384,8,Cloudy,Winter,0
2023-03-02,Indore,Urban,2537,17,1,2000000,3659,9,Cloudy,Winter,0
2023-03-03,Indore,Rural,1755,13,0,2000000,5307,6,Sunny,Winter,1
2023-03-04,Indore,Urban,2603,24,1,2000000,7945,9,Cloudy,Winter,0
2023-03-05,Jabalpur,Urban,1128,10,2,800000,4264,7,Cloudy,Winter,0
2023-03-06,Indore,Urban,2566,15,0,2000000,3817,9,Sunny,Winter,0
2023-03-07,Ujjain,Rural,732,22,2,700000,5624,8,Cloudy,Winter,0
2023-03-08,Jabalpur,Rural,774,13,1,800000,3818,6,Cloudy,Winter,0
2023-03-09,Gwalior,Urban,1358,10,1,1000000,6899,8,Cloudy,Winter,0
2023-03-10,Indore,Urban,2480,14,0,2000000,3928,9,Sunny,Winter,0
2023-03-11,Bhopal,Urban,1918,18,1,1500000,4316,7,Cloudy,Winter,0
2023-03-12,Gwalior,Rural,917,12,2,1000000,3226,9,Cloudy,Winter,0
2023-03-13,Bhopal,Urban,1967,14,0,1500000,5078,7,Sunny,Winter,0
2023-03-14,Bhopal,Rural,1307,15,1,1500000,5668,8,Cloudy,Winter,0
2023-03-15,Indore,Urban,2503,17,2,2000000,3939,6,Cloudy,Winter,0
2023-03-16,Bhopal,Rural,1256,21,2,1500000,5096,7,Cloudy,Winter,0
2023-03-17,Ujjain,Urban,935,14,1,700000,6596,6,Cloudy,Winter,1
2023-03-18,Indore,Urban,2575,13,1,2000000,3674,6,Cloudy,Winter,0
2023-03-19,Bhopal,Rural,1374,13,0,1500000,3739,7,Sunny,Winter,0
2023-03-20,Bhopal,Urban,2019,21,2,1500000,6675,7,Cloudy,Winter,0
2023-03-21,Ujjain,Urban,1171,24,1,700000,6462,9,Cloudy,Winter,0
2023-03-22,Bhopal,Rural,1284,19,2,1500000,6709,9,Cloudy,Winter,0
2023-03-23,Jabalpur,Urban,1198,22,2,800000,7402,6,Cloudy,Winter,0
2023-03-24,Bhopal,Urban,1962,17,0,1500000,3643,9,Sunny,Winter,0
2023-03-25,Bhopal,Rural,1266,11,0,1500000,4241,9,Sunny,Winter,1
2023-03-26,Bhopal,Urban,1960,17,1,1500000,6871,9,Cloudy,Winter,0
2023-03-27,Bhopal,Urban,2021,21,2,1500000,6512,7,Cloudy,Winter,0
2023-03-28,Jabalpur,Urban,1280,20,0,800000,6431,9,Sunny,Winter,0
2023-03-29,Gwalior,Urban,1394,10,0,1000000,6173,9,Sunny,Winter,0
2023-03-30,Bhopal,Rural,1257,18,1,1500000,4776,7,Cloudy,Winter,0
2023-03-31,Gwalior,Urban,1446,17,1,1000000,5993,7,Cloudy,Winter,0
2023-04-01,Ujjain,Rural,813,36,1,700000,5349,6,Cloudy,Summer,0
2023-04-02,Jabalpur,Urban,1441,44,3,800000,6232,6,Cloudy,Summer,1
2023-04-03,Ujjain,Urban,1271,43,3,700000,6752,9,Cloudy,Summer,0
2023-04-04,Gwalior,Rural,1213,42,1,1000000,3356,6,Cloudy,Summer,1
2023-04-05,Indore,Rural,1858,35,3,2000000,3796,8,Cloudy,Summer,0
2023-04-06,Bhopal,Rural,1537,36,1,1500000,3519,6,Cloudy,Summer,0
2023-04-07,Gwalior,Urban,1486,32,2,1000000,7282,9,Cloudy,Summer,0
2023-04-08,Ujjain,Urban,1221,40,4,700000,6619,6,Cloudy,Summer,0
2023-04-09,Gwalior,Urban,1701,42,4,1000000,7967,7,Cloudy,Summer,0
2023-04-10,Jabalpur,Urban,1456,42,0,800000,6947,6,Sunny,Summer,0
2023-04-11,Gwalior,Urban,1565,39,2,1000000,5176,9,Cloudy,Summer,0
2023-04-12,Bhopal,Urban,2141,35,4,1500000,6696,8,Cloudy,Summer,0
2023-04-13,Bhopal,Rural,1512,35,4,1500000,6162,7,Cloudy,Summer,0
2023-04-14,Indore,Rural,1927,41,4,2000000,6699,8,Cloudy,Summer,0
2023-04-15,Jabalpur,Rural,1008,36,1,800000,5401,9,Cloudy,Summer,0
2023-04-16,Ujjain,Urban,1356,42,2,700000,5635,7,Cloudy,Summer,0
2023-04-17,Ujjain,Urban,1217,38,1,700000,7500,7,Cloudy,Summer,0
2023-04-18,Indore,Rural,1836,33,3,2000000,7316,9,Cloudy,Summer,0
2023-04-19,Jabalpur,Urban,1443,43,0,800000,3270,8,Sunny,Summer,0
2023-04-20,Jabalpur,Urban,1455,42,4,800000,6607,9,Cloudy,Summer,0
2023-04-21,Jabalpur,Urban,1287,32,4,800000,3278,6,Cloudy,Summer,0
2023-04-22,Ujjain,Rural,919,40,4,700000,4380,6,Cloudy,Summer,1
2023-04-23,Ujjain,Urban,1197,34,2,700000,4987,9,Cloudy,Summer,0
2023-04-24,Jabalpur,Urban,1408,40,4,800000,6414,7,Cloudy,Summer,0
2023-04-25,Ujjain,Rural,956,42,2,700000,7591,8,Cloudy,Summer,1
2023-04-26,Gwalior,Rural,1017,39,4,1000000,5708,9,Cloudy,Summer,0
2023-04-27,Jabalpur,Urban,1365,41,1,800000,7538,7,Cloudy,Summer,0
2023-04-28,Bhopal,Urban,2208,41,0,1500000,6907,9,Sunny,Summer,0
2023-04-29,Bhopal,Urban,2196,36,0,1500000,4752,8,Sunny,Summer,0
2023-04-30,Bhopal,Urban,2257,33,2,1500000,6072,8,Cloudy,Summer,0
2023-05-01,Ujjain,Rural,872,32,1,700000,5524,6,Cloudy,Summer,0
2023-05-02,Gwalior,Rural,1034,34,0,1000000,3560,9,Sunny,Summer,0
2023-05-03,Ujjain,Rural,910,32,0,700000,4497,8,Sunny,Summer,0
2023-05-04,Gwalior,Urban,1587,34,2,1000000,6490,9,Cloudy,Summer,0
2023-05-05,Bhopal,Rural,1474,44,3,1500000,5972,8,Cloudy,Summer,0
2023-05-06,Bhopal,Rural,1516,34,4,1500000,4476,8,Cloudy,Summer,0
2023-05-07,Ujjain,Rural,787,34,2,700000,7986,8,Cloudy,Summer,0
2023-05-08,Gwalior,Urban,1717,43,1,1000000,6093,8,Cloudy,Summer,0
2023-05-09,Jabalpur,Rural,998,38,2,800000,7595,9,Cloudy,Summer,0
2023-05-10,Bhopal,Urban,2228,36,2,1500000,3139,6,Cloudy,Summer,1
2023-05-11,Ujjain,Rural,756,36,2,700000,3049,9,Cloudy,Summer,0
2023-05-12,Ujjain,Urban,1174,38,3,700000,6765,8,Cloudy,Summer,0
2023-05-13,Jabalpur,Rural,884,44,3,800000,5761,6,Cloudy,Summer,1
2023-05-14,Indore,Urban,2857,41,0,2000000,3517,7,Sunny,Summer,0
2023-05-15,Bhopal,Rural,1560,41,3,1500000,6802,6,Cloudy,Summer,0
2023-05-16,Jabalpur,Urban,1290,33,0,800000,3207,7,Sunny,Summer,0
2023-05-17,Indore,Urban,2938,41,2,2000000,6366,8,Cloudy,Summer,0
2023-05-18,Gwalior,Urban,1597,37,3,1000000,7498,9,Cloudy,Summer,0
2023-05-19,Indore,Urban,2793,33,2,2000000,4742,8,Cloudy,Summer,0
2023-05-20,Bhopal,Urban,2330,37,0,1500000,7195,8,Sunny,Summer,0
2023-05-21,Ujjain,Urban,1139,34,1,700000,7916,8,Cloudy,Summer,0
2023-05-22,Jabalpur,Rural,937,42,3,800000,5461,6,Cloudy,Summer,0
2023-05-23,Bhopal,Urban,2256,35,0,1500000,3082,6,Sunny,Summer,0
2023-05-24,Bhopal,Rural,1501,41,0,1500000,3369,8,Sunny,Summer,0
2023-05-25,Jabalpur,Rural,983,36,0,800000,7462,8,Sunny,Summer,0
2023-05-26,Jabalpur,Rural,935,41,2,800000,6856,8,Cloudy,Summer,0
2023-05-27,Indore,Rural,2002,44,0,2000000,4134,9,Sunny,Summer,1
2023-05-28,Bhopal,Urban,2271,36,2,1500000,7897,9,Cloudy,Summer,0
2023-05-29,Indore,Rural,1902,41,0,2000000,4551,7,Sunny,Summer,0
2023-05-30,Indore,Rural,1922,34,3,2000000,5366,6,Cloudy,Summer,0
2023-05-31,Jabalpur,Urban,1215,32,2,800000,3690,7,Cloudy,Summer,0
2023-06-01,Bhopal,Urban,2242,42,0,1500000,7027,9,Sunny,Summer,1
2023-06-02,Ujjain,Urban,1256,39,2,700000,5817,6,Cloudy,Summer,0
2023-06-03,Jabalpur,Rural,945,41,3,800000,4358,9,Cloudy,Summer,0
2023-06-04,Jabalpur,Urban,1468,44,3,800000,6644,8,Cloudy,Summer,0
2023-06-05,Gwalior,Urban,1613,32,2,1000000,3120,6,Cloudy,Summer,1
2023-06-06,Ujjain,Urban,1263,36,0,700000,5068,7,Sunny,Summer,0
2023-06-07,Ujjain,Rural,903,34,2,700000,7164,6,Cloudy,Summer,0
2023-06-08,Gwalior,Urban,1612,41,0,1000000,3060,8,Sunny,Summer,0
2023-06-09,Bhopal,Rural,1391,38,4,1500000,7717,7,Cloudy,Summer,0
2023-06-10,Indore,Rural,1816,32,0,2000000,3136,7,Sunny,Summer,0
2023-06-11,Jabalpur,Urban,1437,40,4,800000,3086,6,Cloudy,Summer,0
2023-06-12,Jabalpur,Urban,1332,37,0,800000,6310,6,Sunny,Summer,0
2023-06-13,Gwalior,Urban,1628,38,4,1000000,6318,9,Cloudy,Summer,0
2023-06-14,Ujjain,Rural,881,33,0,700000,3720,7,Sunny,Summer,0
2023-06-15,Indore,Rural,1930,41,1,2000000,5979,7,Cloudy,Summer,0
2023-06-16,Gwalior,Urban,1637,38,2,1000000,6982,7,Cloudy,Summer,1
2023-06-17,Jabalpur,Urban,1262,32,0,800000,5242,7,Sunny,Summer,0
2023-06-18,Indore,Urban,2818,33,1,2000000,4920,7,Cloudy,Summer,0
2023-06-19,Ujjain,Urban,1256,36,4,700000,7390,9,Cloudy,Summer,1
2023-06-20,Bhopal,Urban,2162,36,1,1500000,3816,8,Cloudy,Summer,0
2023-06-21,Bhopal,Urban,2334,42,0,1500000,6700,8,Sunny,Summer,0
2023-06-22,Gwalior,Rural,1032,37,3,1000000,5679,9,Cloudy,Summer,0
2023-06-23,Bhopal,Rural,1503,40,2,1500000,5994,7,Cloudy,Summer,0
2023-06-24,Ujjain,Urban,1308,33,0,700000,7994,8,Sunny,Summer,0
2023-06-25,Bhopal,Rural,1495,34,1,1500000,5581,7,Cloudy,Summer,0
2023-06-26,Bhopal,Rural,1464,43,3,1500000,6120,6,Cloudy,Summer,0
2023-06-27,Ujjain,Rural,814,35,4,700000,4769,6,Cloudy,Summer,0
2023-06-28,Jabalpur,Urban,1474,39,2,800000,5621,9,Cloudy,Summer,0
2023-06-29,Gwalior,Urban,1725,42,2,1000000,6306,7,Cloudy,Summer,0
2023-06-30,Bhopal,Urban,2258,43,1,1500000,6575,8,Cloudy,Summer,0
2023-07-01,Gwalior,Rural,903,25,9,1000000,4853,8,Cloudy,Monsoon,0
2023-07-02,Gwalior,Urban,1213,28,23,1000000,3043,6,Rainy,Monsoon,0
2023-07-03,Gwalior,Urban,1400,27,10,1000000,6513,6,Cloudy,Monsoon,0
2023-07-04,Jabalpur,Urban,1077,25,8,800000,5891,7,Cloudy,Monsoon,0
2023-07-05,Jabalpur,Urban,1074,31,12,800000,3954,7,Rainy,Monsoon,0
2023-07-06,Gwalior,Rural,759,26,19,1000000,5640,7,Rainy,Monsoon,0
2023-07-07,Gwalior,Urban,1125,30,22,1000000,3383,7,Rainy,Monsoon,0
2023-07-08,Jabalpur,Rural,884,29,5,800000,7251,6,Cloudy,Monsoon,0
2023-07-09,Ujjain,Urban,1028,30,14,700000,3974,8,Rainy,Monsoon,0
2023-07-10,Gwalior,Rural,884,27,16,1000000,7487,6,Rainy,Monsoon,0
2023-07-11,Ujjain,Rural,500,26,19,700000,5875,9,Rainy,Monsoon,0
2023-07-12,Bhopal,Rural,1320,26,12,1500000,7550,9,Rainy,Monsoon,0
2023-07-13,Indore,Rural,1829,26,5,2000000,7988,9,Cloudy,Monsoon,1
2023-07-14,Jabalpur,Rural,774,26,14,800000,7460,8,Rainy,Monsoon,0
2023-07-15,Ujjain,Urban,806,26,24,700000,5964,8,Rainy,Monsoon,0
2023-07-16,Gwalior,Urban,1390,26,10,1000000,5509,9,Cloudy,Monsoon,0
2023-07-17,Gwalior,Urban,1375,30,15,1000000,6426,8,Rainy,Monsoon,0
2023-07-18,Ujjain,Urban,968,26,8,700000,7478,8,Cloudy,Monsoon,0
2023-07-19,Indore,Urban,2203,24,24,2000000,5258,8,Rainy,Monsoon,1
2023-07-20,Indore,Urban,2524,28,9,2000000,5827,7,Cloudy,Monsoon,0
2023-07-21,Bhopal,Urban,1755,29,18,1500000,6978,6,Rainy,Monsoon,0
2023-07-22,Indore,Urban,2456,26,16,2000000,6414,6,Rainy,Monsoon,0
2023-07-23,Bhopal,Urban,1650,25,23,1500000,4678,9,Rainy,Monsoon,0
2023-07-24,Indore,Urban,2453,28,18,2000000,6505,9,Rainy,Monsoon,0
2023-07-25,Bhopal,Urban,1681,26,19,1500000,4319,7,Rainy,Monsoon,0
2023-07-26,Jabalpur,Urban,919,25,17,800000,3804,6,Rainy,Monsoon,0
2023-07-27,Gwalior,Urban,1303,26,12,1000000,6882,7,Rainy,Monsoon,0
2023-07-28,Ujjain,Urban,837,29,21,700000,5387,9,Rainy,Monsoon,0
2023-07-29,Jabalpur,Urban,1037,28,19,800000,3943,8,Rainy,Monsoon,0
2023-07-30,Bhopal,Rural,1326,27,9,1500000,4230,8,Cloudy,Monsoon,0
2023-07-31,Gwalior,Urban,1324,28,16,1000000,6856,9,Rainy,Monsoon,0
2023-08-01,Ujjain,Urban,1121,26,6,700000,4094,9,Cloudy,Monsoon,0
2023-08-02,Jabalpur,Urban,1115,29,14,800000,7659,8,Rainy,Monsoon,0
2023-08-03,Jabalpur,Rural,659,24,12,800000,7331,9,Rainy,Monsoon,0
2023-08-04,Jabalpur,Urban,1018,31,14,800000,6611,6,Rainy,Monsoon,0
2023-08-05,Ujjain,Urban,1013,28,8,700000,7261,8,Cloudy,Monsoon,1
2023-08-06,Indore,Rural,1587,26,18,2000000,5500,9,Rainy,Monsoon,0
2023-08-07,Jabalpur,Urban,870,27,21,800000,6318,8,Rainy,Monsoon,0
2023-08-08,Bhopal,Rural,1260,28,6,1500000,5837,6,Cloudy,Monsoon,0
2023-08-09,Indore,Urban,2436,31,21,2000000,5153,8,Rainy,Monsoon,0
2023-08-10,Ujjain,Rural,655,24,12,700000,6802,6,Rainy,Monsoon,0
2023-08-11,Bhopal,Urban,2031,27,10,1500000,3226,9,Cloudy,Monsoon,0
2023-08-12,Gwalior,Urban,1396,31,12,1000000,5924,6,Rainy,Monsoon,0
2023-08-13,Jabalpur,Rural,634,27,18,800000,7405,9,Rainy,Monsoon,1
2023-08-14,Bhopal,Rural,1378,26,10,1500000,4445,9,Cloudy,Monsoon,0
2023-08-15,Jabalpur,Urban,1237,28,6,800000,5294,9,Cloudy,Monsoon,0
2023-08-16,Jabalpur,Rural,772,31,16,800000,3826,8,Rainy,Monsoon,0
2023-08-17,Ujjain,Urban,824,24,13,700000,7861,6,Rainy,Monsoon,0
2023-08-18,Gwalior,Urban,1321,30,14,1000000,3275,9,Rainy,Monsoon,0
2023-08-19,Gwalior,Urban,1170,30,17,1000000,6129,9,Rainy,Monsoon,1
2023-08-20,Ujjain,Rural,622,31,12,700000,6545,8,Rainy,Monsoon,1
2023-08-21,Ujjain,Urban,786,24,20,700000,6073,7,Rainy,Monsoon,0
2023-08-22,Bhopal,Rural,1153,28,22,1500000,6409,6,Rainy,Monsoon,0
2023-08-23,Ujjain,Urban,927,24,12,700000,3142,6,Rainy,Monsoon,0
2023-08-24,Gwalior,Urban,1185,30,24,1000000,7512,6,Rainy,Monsoon,0
2023-08-25,Bhopal,Rural,1244,26,6,1500000,6871,8,Cloudy,Monsoon,0
2023-08-26,Ujjain,Urban,883,24,12,700000,4690,7,Rainy,Monsoon,0
2023-08-27,Jabalpur,Rural,634,29,23,800000,5662,8,Rainy,Monsoon,0
2023-08-28,Bhopal,Urban,1970,28,12,1500000,4591,7,Rainy,Monsoon,0
2023-08-29,Ujjain,Rural,700,26,12,700000,7322,8,Rainy,Monsoon,0
2023-08-30,Bhopal,Urban,1866,25,12,1500000,3870,9,Rainy,Monsoon,0
2023-08-31,Jabalpur,Urban,1113,27,6,800000,6190,6,Cloudy,Monsoon,0
2023-09-01,Gwalior,Urban,1281,24,15,1000000,5105,6,Rainy,Monsoon,0
2023-09-02,Bhopal,Rural,1206,30,18,1500000,4378,7,Rainy,Monsoon,0
2023-09-03,Jabalpur,Rural,523,25,22,800000,5656,8,Rainy,Monsoon,1
2023-09-04,Indore,Rural,1670,27,13,2000000,5959,9,Rainy,Monsoon,0
2023-09-05,Ujjain,Urban,1065,25,7,700000,6049,6,Cloudy,Monsoon,0
2023-09-06,Indore,Urban,2704,31,9,2000000,4977,8,Cloudy,Monsoon,0
2023-09-07,Jabalpur,Urban,933,28,16,800000,5398,7,Rainy,Monsoon,0
2023-09-08,Gwalior,Urban,1228,30,20,1000000,4269,6,Rainy,Monsoon,0
2023-09-09,Jabalpur,Urban,892,24,24,800000,3627,7,Rainy,Monsoon,0
2023-09-10,Ujjain,Urban,855,29,19,700000,3974,7,Rainy,Monsoon,0
2023-09-11,Bhopal,Urban,1776,29,21,1500000,4326,8,Rainy,Monsoon,0
2023-09-12,Indore,Urban,2546,26,12,2000000,3191,8,Rainy,Monsoon,0
2023-09-13,Indore,Urban,2432,24,12,2000000,7287,6,Rainy,Monsoon,0
2023-09-14,Ujjain,Urban,907,31,17,700000,6932,6,Rainy,Monsoon,0
2023-09-15,Indore,Rural,1469,27,23,2000000,5011,9,Rainy,Monsoon,0
2023-09-16,Indore,Rural,1694,31,13,2000000,6806,7,Rainy,Monsoon,0
2023-09-17,Indore,Urban,2464,27,16,2000000,3277,9,Rainy,Monsoon,1
2023-09-18,Bhopal,Urban,1989,30,14,1500000,4449,6,Rainy,Monsoon,0
